sheet,variable,measurement,type,value_set,n_observed,n_missing,derivation_rule,used_by_analyses,enters_an_analysis,why_not_used,documentation_status
05_RecodedIndividual,okul_cocuk,"This shows how many school-age children live in the person's household, ranging from none to four.",ordinal,0 = 148; 1 = 73; 2 = 23; 3 = 3; 4 = 1,248,0,Taken directly from the recorded response,,no,source or intermediate form of school_kids_any; the analysis uses school_kids_any,Described in this appendix
05_RecodedIndividual,onceki_asi,"This shows whether the person had received a flu vaccine before, with 1 meaning yes and 0 meaning no.",binary,0 = 149; 1 = 99,248,0,"DERIVED from preceding-season vaccination answer, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",,no,source or intermediate form of prev_vax; the analysis uses prev_vax,Described in this appendix
05_RecodedIndividual,pid,"This is a unique code identifying the participating physician, used to keep each doctor's records separate without revealing who they are.",categorical (text),248 distinct text categories; most frequent: HEKIM-1OAAK8Y15 = 1; HEKIM-8TE1TZONK = 1; HEKIM-LL8ZZCFRC = 1; HEKIM-QR60U8T2R = 1,248,0,Taken directly from the recorded response,,no,source or intermediate form of participant_id; the analysis uses participant_id,Described in this appendix
05_RecodedIndividual,primer,"Whether this physician examines patients face to face, recorded in the original Turkish wording.",binary,0 = 136; 1 = 112,248,0,"DERIVED from muayene_katilim, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",,no,source or intermediate form of sees_pat; the analysis uses sees_pat,Described in this appendix
05_RecodedIndividual,primer_hasta_grubu,"This shows which patient group someone belonged to when first seen: adult, child, age 65 or older, or having a weakened immune system.",categorical (text),Erişkin = 87; Çocuk = 20; 65 yaş ve üzeri = 4; İmmünsüprese = 1,112,136,Taken directly from the recorded response,,no,source or intermediate form of primary_patient_group; the analysis uses primary_patient_group,Described in this appendix
05_RecodedIndividual,riskli_birim,"This shows whether the physician works in a hospital unit considered higher-risk for flu exposure, such as Infectious Diseases, Family Medicine, Pediatrics, Emergency, Anesthesia/ICU, or Chest Diseases, or in none.",categorical (text),Hiçbiri = 36; Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji = 26; Aile Hekimliği = 20; Pediatri = 14; Acil Servis = 6; Anestezi ve Reanimasyon / Yoğun Bakım = 6; Göğüs Hastalıkları = 4,112,136,Taken directly from the recorded response,,no,source or intermediate form of high_risk_unit; the analysis uses high_risk_unit,Described in this appendix
05_RecodedIndividual,saglik_basvuru,"This shows whether the person visited a health facility last year for flu-like illness, treated themselves, or had no such illness at all.",categorical (text),Kendi tedavimi düzenledim; geçtiğimiz yıl bir sağlık kuruluşuna başvurmadım. = 146; Tedavi ihtiyacı gerektirecek grip benzeri bir hastalık geçirmedim. = 47; Bir meslektaşımın elektif görüşü için geçtiğimiz yıl  acil polikliniği hariç bir sağlık kuruluşuna en az 1 kere ayaktan başvurdum. = 40; Acil polikliniğe en az 1 kere başvurdum ve yatış gerektiren tedavi gerekmedi. = 14; En az 1 kere yatış gerektiren tedavi aldım. = 1,248,0,Taken directly from the recorded response,,no,source or intermediate form of sought_care; the analysis uses sought_care,Described in this appendix
05_RecodedIndividual,sex,This column shows whether the physician is female (Kadın) or male (Erkek).,categorical (text),Kadın = 165; Erkek = 83,248,0,Taken directly from the recorded response,cohort description,yes,,Described in this appendix
05_RecodedIndividual,temas_cocuk,"This shows whether the person had contact with a child, with 15 people reporting contact and 233 re",binary,0 = 233; 1 = 15,248,0,"DERIVED from social contact answer, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",,no,source or intermediate form of contact_children_10plus; the analysis uses contact_children_10plus,Described in this appendix
05_RecodedIndividual,temas_eriskin,NOT DOCUMENTED — no definition exists in any supplied file and it has not been possible to infer one safely. Do not use this column without asking the study team.,binary,0 = 84; 1 = 164,248,0,"DERIVED from social contact answer, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",,no,source or intermediate form of contact_adults_10plus; the analysis uses contact_adults_10plus,Described in this appendix
05_RecodedIndividual,temas_yasli,"This shows whether the physician reported contact with an elderly person, with most reporting no such contact.",binary,0 = 228; 1 = 20,248,0,"DERIVED from social contact answer, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",,no,source or intermediate form of contact_elderly_10plus; the analysis uses contact_elderly_10plus,Described in this appendix
05_RecodedIndividual,toplu_tasima,"This shows how much time each day the person usually spends using public transportation, or that they usually don't use it at all.",categorical (text),Genellikle toplu taşıma kullanmıyorum = 197; 31-90 dakika = 24; 0-30 dakika = 16; 90 dakikadan fazla = 11,248,0,Taken directly from the recorded response,,no,source or intermediate form of pub_transport_ord; the analysis uses pub_transport_ord,Described in this appendix
05_RecodedIndividual,tutun,"This shows whether the person has ever smoked tobacco, such as never, quit, occasionally, or every day.",categorical (text),Hiç kullanmadım = 165; Eskiden kullanırdım (bırakmış) = 34; Ara sıra kullanırım = 29; Eskiden/Halen kullanıyor (paket-yıl girdi) = 19; Her gün kullanırım = 1,248,0,Taken directly from the recorded response,,no,source or intermediate form of smoker_current; the analysis uses smoker_current,Described in this appendix
