sheet,variable,label,type,storage_dtype,unit,valid_values_or_range,n_nonmissing,n_missing,raw_or_derived,derivation_rule,source_variables,questionnaire_content,instrument
05_RecodedIndividual,age,Physician age in completed years.,count,int64,years,25.0 to 72.0,248,0,DERIVED,Season reference year minus the reported year of birth.,birth_year,the registration questionnaire asked for the physician's year of birth as a four-digit number,registration questionnaire (Supplement S1)
05_RecodedIndividual,sex,"Biological sex as recorded, in the original wording.",categorical,object,,Kadın (n=165); Erkek (n=83),248,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked the physician's biological sex, with the options female and male",registration questionnaire (Supplement S1)
05_RecodedIndividual,il_plaka,Two-digit provincial licence-plate number of the institution where the physician works.,count,int64,province number,2.0 to 81.0,248,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked for the province of the institution where the physician works, entered as the two-digit provincial licence-plate number",registration questionnaire (Supplement S1)
05_RecodedIndividual,kurum_birim,"Type of institution or unit where the physician works, in the original wording.",categorical,object,,Üniversite (Kamu ya da Vakıf) - Hastane (n=105); Sağlık Bakanlığı: Merkez - İl Sağlık Müdürlüğü - İlçe Sağlık Müdürlüğü - 112 Komuta Kontrol Birimi (n=61); Sağlık Bakanlığı - Hastane (n=56); Sağlık Bakanlığı: Aile Sağlığı Merkezi (n=16); Özel Hastane / Klinik (n=10),248,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked which institution or unit the physician works in, offering a Ministry of Health central, provincial or district health directorate or emergency command-control unit; a Ministry of Health family health centre; a Ministry of Health hospital; a public or foundation university hospital; and a private hospital or clinic",registration questionnaire (Supplement S1)
05_RecodedIndividual,gorev_unvan,"Current job title, in the original wording.",categorical,object,,Uzman hekim / Yan dal uzmanı hekim (n=90); Akademik ünvanı olan hekim (n=89); Araştırma görevlisi (ana dal veya yan dal) hekim (n=44); Pratisyen hekim (n=25),248,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked the physician's current job title, offering general practitioner, resident physician in a main or subspecialty programme, specialist or subspecialty specialist physician, and physician holding an academic title",registration questionnaire (Supplement S1)
05_RecodedIndividual,muayene_katilim,"Participation in patient examination, in the original wording.",categorical,object,,Primer (yüz yüze) hasta muayene etmeyen - Klinik olmayan alan veya Konsültan (hasta ile doğrudan temas yok) (n=136); Primer (yüz yüze) hasta muayene eden hekim (n=112),248,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked whether the physician performs primary face-to-face patient examination, the alternative being a non-clinical or consultant role with no direct patient contact",registration questionnaire (Supplement S1)
05_RecodedIndividual,primer,1 if the physician performs primary face-to-face patient examination.,binary,int64,,0=136; 1=112,248,0,DERIVED,1 if the recorded answer is the face-to-face examination option.,muayene_katilim,"the registration questionnaire asked whether the physician performs primary face-to-face patient examination, the alternative being a non-clinical or consultant role with no direct patient contact",registration questionnaire (Supplement S1)
05_RecodedIndividual,riskli_birim,"Named clinical unit carrying a high transmission risk, or none of the listed units.",categorical,object,,Hiçbiri (n=36); Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji (n=26); Aile Hekimliği (n=20); Pediatri (n=14); Acil Servis (n=6); Anestezi ve Reanimasyon / Yoğun Bakım (n=6); Göğüs Hastalıkları (n=4),112,136,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked patient-facing physicians whether they work in a unit carrying a high transmission risk, listing the emergency department, infectious diseases and clinical microbiology, chest diseases, anaesthesiology and reanimation or intensive care, otorhinolaryngology, paediatrics, family medicine, and none of these",registration questionnaire (Supplement S1)
05_RecodedIndividual,primer_hasta_grubu,"Patient group making up more than eighty per cent of the physician's patients, in the original wording.",categorical,object,,Erişkin (n=87); Çocuk (n=20); 65 yaş ve üzeri (n=4); İmmünsüprese (n=1),112,136,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked patient-facing physicians which patient group makes up more than eighty per cent of their patients, offering children, adults, people aged sixty-five and over, and immunosuppressed patients",registration questionnaire (Supplement S1)
05_RecodedIndividual,gunluk_hasta,"Number of patients primarily examined per day, averaged over the preceding three months.",count,float64,patients per day,1.0 to 100.0,110,138,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked patient-facing physicians how many patients they primarily examine per day, averaged over the preceding three months",registration questionnaire (Supplement S1)
05_RecodedIndividual,aerosol,"Share of examinations involving aerosol-generating procedures, in four ordered bands, in the original wording.",categorical,object,,Hiç gerçekleştirmiyor (n=68); %10'dan az (n=27); %20'den fazla (n=10); %10-20 (n=7),112,136,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked patient-facing physicians in what share of their examinations aerosol-generating procedures such as intubation, bronchoscopy or respiratory sampling occur, in four ordered bands from never through less than a tenth and a tenth to a fifth to more than a fifth",registration questionnaire (Supplement S1)
05_RecodedIndividual,nobet,Number of on-call shifts per month for which the physician is primarily responsible.,count,float64,shifts per month,0.0 to 9.0,112,136,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked patient-facing physicians how many on-call shifts per month they are primarily responsible for, averaged over the preceding three months",registration questionnaire (Supplement S1)
05_RecodedIndividual,maske,"Mask use while examining patients face to face over the preceding month, in the original wording.",categorical,object,,Hayır (n=69); Evet (n=43),112,136,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked patient-facing physicians whether, over the preceding month, they wear a mask while examining patients face to face",registration questionnaire (Supplement S1)
05_RecodedIndividual,hh,"Number of people living in the household, including the physician; the top category is six or more.",ordinal,int64,people,1=47; 2=81; 3=71; 4=38; 5=8; 6=3,248,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked how many people live in the physician's household including themselves, from living alone through six or more",registration questionnaire (Supplement S1)
05_RecodedIndividual,hane_riskli,"Household high-risk answer in the original two-level coding, 1 for yes and 2 for no.",ordinal,int64,,1=71; 2=177,248,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked whether one or more household members carry a high risk of influenza or COVID-19 complications, with the options yes, no, I live alone, and I prefer not to answer",registration questionnaire (Supplement S1)
05_RecodedIndividual,okul_cocuk,Number of children in the household attending an educational institution.,ordinal,int64,children,0=148; 1=73; 2=23; 3=3; 4=1,248,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked how many children in the household attend an educational institution, from nursery and kindergarten through primary, middle and high school to university",registration questionnaire (Supplement S1)
05_RecodedIndividual,toplu_tasima,"Average time spent in public transport per day, in ordered bands, in the original wording.",categorical,object,,Genellikle toplu taşıma kullanmıyorum (n=197); 31-90 dakika (n=24); 0-30 dakika (n=16); 90 dakikadan fazla (n=11),248,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked the average time spent in public transport per day, from generally not using public transport through bands up to more than ninety minutes",registration questionnaire (Supplement S1)
05_RecodedIndividual,alerji,"Allergy causing respiratory symptoms, in the original wording.",categorical,object,,Hayır (n=152); Evet (n=96),248,0,RAW,"Recorded answer or administrative field, carried unchanged.",,the registration questionnaire asked whether the physician has an allergy causing respiratory symptoms,registration questionnaire (Supplement S1)
05_RecodedIndividual,ili_siklik,"Self-reported number of influenza-like illnesses per year, in five ordered bands, in the original wording.",categorical,object,,Yılda 1-2 defa (n=156); Yılda 3-4 defa (n=70); Yılda 5-6 defa (n=11); Hiç (n=8); Yılda 6'dan fazla defa (n=3),248,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked how often per year the physician has an influenza-like illness, in five ordered bands: never, once or twice, three or four times, five or six times, and more than six times a year",registration questionnaire (Supplement S1)
05_RecodedIndividual,saglik_basvuru,"Presentation to a health-care facility for an influenza-like illness during the preceding season, in the original wording.",categorical,object,,Kendi tedavimi düzenledim; geçtiğimiz yıl bir sağlık kuruluşuna başvurmadım. (n=146); Tedavi ihtiyacı gerektirecek grip benzeri bir hastalık geçirmedim. (n=47); Bir meslektaşımın elektif görüşü için geçtiğimiz yıl  acil polikliniği hariç bir sağlık kuruluşuna en az 1 kere ayaktan başvurdum. (n=40); Acil polikliniğe en az 1 kere başvurdum ve yatış gerektiren tedavi gerekmedi. (n=14); En az 1 kere yatış gerektiren tedavi aldım. (n=1),248,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked whether the physician presented to a health-care facility for an influenza-like illness during the preceding season, distinguishing no such illness, self-managed treatment without presenting, at least one outpatient visit, at least one emergency-department visit without admission, and at least one inpatient episode",registration questionnaire (Supplement S1)
05_RecodedIndividual,onceki_asi,1 if the physician received an influenza vaccine in the preceding season.,binary,int64,,0=149; 1=99,248,0,DERIVED,"1 if either vaccinated option is recorded, 0 if the not-vaccinated option is recorded.",preceding-season vaccination answer,"the registration questionnaire asked whether the physician received an influenza vaccine in the preceding season, distinguishing no vaccination, vaccination with a vaccine supplied by the institution, and vaccination with a vaccine obtained from a pharmacy",registration questionnaire (Supplement S1)
05_RecodedIndividual,bu_sezon_asi,1 if the physician received an influenza vaccine in the current season.,binary,int64,,0=157; 1=91,248,0,DERIVED,"1 if a vaccination week is recorded, 0 otherwise.",current-season vaccination answer,"the registration questionnaire asked physicians vaccinated in the current season to mark the ISO week of vaccination from a list of dated weeks, with a no-vaccination option",registration questionnaire (Supplement S1)
05_RecodedIndividual,fiziksel_aktivite,"Whether the physician meets the weekly aerobic physical-activity threshold, in the original wording.",categorical,object,,Hayır (n=131); Evet (n=117),248,0,RAW,"Recorded answer or administrative field, carried unchanged.",,the registration questionnaire asked whether the physician performs at least one hundred and fifty minutes of moderate-intensity or seventy-five minutes of vigorous-intensity aerobic physical activity per week,registration questionnaire (Supplement S1)
05_RecodedIndividual,temas_cocuk,1 if the physician has daily close contact with more than ten children or adolescents outside the household and outside health care.,binary,int64,,0=233; 1=15,248,0,DERIVED,"1 if the corresponding social-contact option is marked, 0 if it is not.",social contact answer,"the registration questionnaire asked the physician to mark their close-contact status in social life outside the household and outside health care, offering close daily contact with more than ten people aged eighteen to sixty-five, with more than ten children or adolescents, with more than ten people aged sixty-five and over, and none of these",registration questionnaire (Supplement S1)
05_RecodedIndividual,temas_eriskin,1 if the physician has daily close contact with more than ten people aged 18-65 outside the household and outside health care.,binary,int64,,0=84; 1=164,248,0,DERIVED,"1 if the corresponding social-contact option is marked, 0 if it is not.",social contact answer,"the registration questionnaire asked the physician to mark their close-contact status in social life outside the household and outside health care, offering close daily contact with more than ten people aged eighteen to sixty-five, with more than ten children or adolescents, with more than ten people aged sixty-five and over, and none of these",registration questionnaire (Supplement S1)
05_RecodedIndividual,temas_yasli,1 if the physician has daily close contact with more than ten people aged 65 and over outside the household and outside health care.,binary,int64,,0=228; 1=20,248,0,DERIVED,"1 if the corresponding social-contact option is marked, 0 if it is not.",social contact answer,"the registration questionnaire asked the physician to mark their close-contact status in social life outside the household and outside health care, offering close daily contact with more than ten people aged eighteen to sixty-five, with more than ten children or adolescents, with more than ten people aged sixty-five and over, and none of these",registration questionnaire (Supplement S1)
05_RecodedIndividual,tutun,"Tobacco-product use, in the original wording.",categorical,object,,Hiç kullanmadım (n=165); Eskiden kullanırdım (bırakmış) (n=34); Ara sıra kullanırım (n=29); Eskiden/Halen kullanıyor (paket-yıl girdi) (n=19); Her gün kullanırım (n=1),248,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked which statement about tobacco-product use applies, distinguishing never use, former use with time since quitting, occasional use, and an open pack-year entry",registration questionnaire (Supplement S1)
05_RecodedIndividual,komorbidite,"Conditions carrying a high risk of influenza complications, in the original wording, with a multiple-condition category and a declined-to-answer category.",categorical,object,,13 distinct values,248,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the registration questionnaire asked the physician to mark any conditions they have that carry a high risk of influenza or COVID-19 complications, with a mutually exclusive none option and a multi-select list covering respiratory, neurological, blood, endocrine, metabolic and other condition groups, and an option to decline to answer",registration questionnaire (Supplement S1)
